picture_name,robot_pose,line,direction
picture_0.jpg,"[-0.04725340545942842, -0.5554373006753239, 0.10004246258826699, -0.7084885589983206, -0.7057222978910835, 5.038354381711978e-06, 1.5578841557390817e-06]",0,start_pose
picture_1.jpg,"[-0.0472613457198724, -0.5554389196328408, 0.10002743198319086, -0.708486288962236, -0.7057245768051766, 5.188620259801928e-06, 4.330306670844401e-06]",0,positiv_x
picture_2.jpg,"[-0.04662501468094565, -0.5554861640896949, 0.10007442017092938, 0.7083949035137937, 0.7058163065460433, -2.7418875999018946e-05, 3.657307805950007e-05]",0,positiv_x
picture_3.jpg,"[-0.04597891490667729, -0.555484719228233, 0.10006431306988234, 0.7084598569952388, 0.7057511108414791, -1.461877390361392e-05, 1.893661761358051e-05]",0,positiv_x
picture_4.jpg,"[-0.045395504070674796, -0.5554842820571113, 0.10004898956868674, 0.7084880245951851, 0.7057228342314069, -1.4666523043613847e-05, 5.873316833132345e-06]",0,positiv_x
picture_5.jpg,"[-0.044587759840801655, -0.5554485142545397, 0.10001666536629672, -0.7084873812755541, -0.7057234796519544, -5.000351224268322e-06, 2.8569943740735357e-05]",0,positiv_x
picture_6.jpg,"[-0.0440793473368325, -0.5554325468521223, 0.10003208525388663, -0.7085103404733637, -0.7057004303036799, -5.6245892411061524e-06, 8.93773461990485e-06]",0,positiv_x
picture_7.jpg,"[-0.043351412931329304, -0.5554899266754155, 0.10004938862034496, 0.7084969514450483, 0.7057138708648454, -4.2424149591392475e-05, 2.1499322609933974e-05]",0,positiv_x
picture_8.jpg,"[-0.04273621664343937, -0.5554707553237059, 0.1000414133801445, 0.7085052355547116, 0.7057055551636168, -1.9005238573922345e-05, 1.5542684380522303e-05]",0,positiv_x
picture_9.jpg,"[-0.04199993535755881, -0.5554465433551175, 0.09999801241329415, -0.7084849796511922, -0.705725890902458, -7.4304432726632415e-06, 2.152603354183855e-05]",0,positiv_x
picture_10.jpg,"[-0.04138114604990777, -0.5554467731499884, 0.10002626830103795, -0.7084960322473305, -0.705714795231231, 1.5595375195006417e-06, 8.893777750650972e-06]",0,positiv_x
picture_11.jpg,"[-0.040676205631100894, -0.5554436726593923, 0.10002466838433888, -0.7084747807537061, -0.7057361297180019, 7.558631295588521e-06, 1.3766290002230077e-05]",0,positiv_x
picture_12.jpg,"[-0.04007300441844228, -0.5554431541632316, 0.10003864250899747, -0.708488352843584, -0.7057225048551568, 2.4564387518463197e-06, 4.462568148613024e-06]",0,positiv_x
picture_13.jpg,"[-0.03934147833136547, -0.5554337568820064, 0.10001738013593903, -0.7084885974781445, -0.7057222585189804, -1.3301261815792455e-05, 2.9956593425439196e-05]",0,positiv_x
picture_14.jpg,"[-0.038717621886923584, -0.5554283267676038, 0.10002157743630596, -0.7084684562557257, -0.7057424781430852, -1.2937765015074411e-05, 2.9456750227716702e-05]",0,positiv_x
picture_15.jpg,"[-0.03799088439050147, -0.5554501493275771, 0.1000378697054925, -0.7084784492292968, -0.7057324471479816, 3.398312353975385e-06, 2.936606433413926e-06]",0,positiv_x
picture_16.jpg,"[-0.03738724794900712, -0.5554327156469763, 0.10002416439574713, -0.7084839514007112, -0.7057269233319453, 3.108130001744642e-06, 1.680478081993756e-05]",0,positiv_x
picture_17.jpg,"[-0.0366659938263595, -0.5554536705697254, 0.10004191989972006, 0.7084790511699288, 0.7057318427880385, -1.04935058637021e-05, 4.2712106310055015e-06]",0,positiv_x
picture_18.jpg,"[-0.03605620901210645, -0.5554511263211206, 0.10003449590918945, 0.7084957323919323, 0.7057150962627895, -9.132340832845864e-06, 2.41284956198689e-06]",0,positiv_x
picture_19.jpg,"[-0.03532485524661759, -0.5554495308596639, 0.1000497601817521, 0.7084978537554283, 0.7057129664263038, -1.2056741629405322e-05, 9.81701007453442e-06]",0,positiv_x
picture_20.jpg,"[-0.034706324625142275, -0.5554530859188996, 0.10003702691427063, -0.7084842913927406, -0.7057265820457888, 1.549740492243086e-05, 1.87760544118527e-06]",0,positiv_x
picture_21.jpg,"[-0.033979071628278346, -0.5554496081948023, 0.10003504319549295, -0.7084904112167434, -0.7057204384141549, 3.2239347322508784e-06, 2.8406162962421182e-06]",0,positiv_x
